clinic_ID,mean_marine_lp,mean_chla,mean_sst,marine_lp_centered,relative_marine_odds
A0YU5ksfXZS,0.09073283367476713,4.878717693828403,26.62769717261907,-8.402497767576872e-4,0.9991601031342346
A38WhL0NPsX,0.08298699152011674,5.158157159372702,26.500979582796415,-0.00858609193140808,0.9914506632861358
A7fLwHbCEE0,0.179868244648226,3.9054737974096225,27.650051088686364,0.0882951611967012,1.0923104821208338
AGsuiGy1pbD,0.026743887676587468,5.994915686271808,25.812612575954883,-0.06482919577493734,0.9372275321291375
ALCRWoJhPAl,0.07480618004635363,6.311033844947815,26.200428654597378,-0.016766903405171188,0.9833728787911764
ANyiQnCJ1JJ,-0.22362620566124808,4.18254080695926,23.824561007517712,-0.3151992891127729,0.7296434497830319
AgedmysUMqO,0.10020066879090186,2.95683126119857,27.089748690990714,0.008627585339377047,1.0086649102177434
ArvVbDwJVXG,0.46540912077205915,15.543755154033283,28.057025884272,0.37383603732053433,1.4532988441481651
AsaUTiaJPZx,0.2910913514356985,12.560190465715198,27.007509132667845,0.19951826798417366,1.220814511047455
Au9F9p5bo5T,0.07952622839624782,3.2480467116391214,26.839893030237292,-0.012046855055277,0.9880254177917943
AuWHecsehDk,0.274661471032536,11.770050684611004,27.007509132667845,0.1830883875810112,1.2009205498523425
AvGaOoLWxJe,0.08594290520335592,3.557663698241395,26.839693119840824,-0.005630178248168902,0.9943856415021217
AxTFbOBjP1K,0.10072758679097245,5.254165989287355,26.648147647938853,0.009154503339447631,1.009196533963737
B5SiihFPnb9,0.09372231953806416,6.924984220663706,26.25791422526044,0.002149236086539344,1.0021515473499374
B5qb7eWRn8i,0.07619135796042223,4.614775545256478,26.543073381696452,-0.015381725491102588,0.9847359690274683
BDwXUvtcoKY,0.09081524694939233,4.677849659732744,26.6675096698836,-7.578365021324862e-4,0.9992424505834236
BE2uTy6zZAs,0.06989348558377718,4.637546355525653,26.479778544108097,-0.021679597867747633,0.9785537155256
BGH75jpxjrC,-0.03297815287559702,4.295303410516594,25.584713572376202,-0.12455123632712184,0.8828930240117082
BIBe2q0E1fW,0.12340447373317699,4.842770473754153,26.94008009890295,0.031831390281652175,1.0323434274953773
BIVPY3WYBTq,0.02551298107339124,5.935719377464716,25.812612575954883,-0.06606010237813358,0.9360746022911877
BKUG3w4K5Ig,-0.21174911637007585,2.9267614303894764,24.179663546580212,-0.3033221998216007,0.7383611582072729
BLuKE0FXvqN,0.02177904247141257,4.602324853722868,26.036877910907474,-0.06979404098011224,0.9325858746002649
BQ9GJsgpwgc,0.10978349370404364,5.363650742265367,26.711516893524507,0.01821041025251882,1.0183772308586392
BTSJ7x238Oi,0.09225584607718094,4.655042538455889,26.685408528645855,6.827626256561276e-4,1.0006829957611134
BTXtLecW34J,0.4044959288377867,11.214525285973606,28.329103915662674,0.31292284538626186,1.3674160245023101
BTyyO3OAyfE,0.0774963795055755,5.914640801924244,26.302620894820624,-0.014076703945949315,0.986021909590902
BXBaFwHvdXI,0.1014978241074656,4.608454930214655,26.780852399553595,0.00992474065594079,1.009974154231501
BamHZJKfEko,0.0911386878181824,3.8065088501682984,26.839893030237292,-4.343956333424104e-4,0.9995656987027804
BbsaOL1ndvg,0.03225565151824331,4.442903445576723,26.16579359522408,-0.059317431933281504,0.9424075714148199
BdFn2etqRN1,0.04322129730386566,6.179538190364838,25.930749511718773,-0.048351786147659157,0.9527985467842479
BfXPpEfZB7G,0.06687860306628456,6.216863299084601,26.144629818925257,-0.02469448038524026,0.9756079338603664
Bfcnn7neqlV,0.44936829298806624,14.822318090456669,28.04730897707362,0.3577952095365414,1.4301727047567154
BfkLeJ8JxkF,0.10502105929736212,5.400883200267951,26.659763590494816,0.013447975845837304,1.013538806579481
BgQY59WqRrZ,0.1604481819373134,4.914836439490318,27.272336425781273,0.06887509848578857,1.071302393500505
BhYp2FLE4CM,0.3605752355815201,11.02304795103253,27.955775077387994,0.2690021521299953,1.3086579574454797
BnuzSoFc5oT,0.05379924792053189,4.154781113352095,26.423172433035738,-0.03777383553099293,0.9629306969756989
Bo9u7fb4Ele,-0.1351597885989262,3.686606838747307,24.747888183593773,-0.226732872050451,0.7971336905402719
BonwiBwiwN6,0.05278895382005918,4.35258411236529,26.375282373968183,-0.03878412963146564,0.9619583450368001
Bv0j33Fkigo,0.016443867670998858,4.528963318494991,26.00126679322432,-0.07512921578052596,0.9276236149746412
Bx8EpMD2P9C,0.07817352137593386,4.581652511358261,26.568039550781272,-0.013399562075590954,0.9866898124179408
BxpH1ND8KFP,0.006166080656804475,3.2676221561209053,26.150359137704463,-0.08540700279472034,0.9181385234007664
C2UCiF8zi22,0.2077665647565928,7.3773275292836695,27.23601449819714,0.11619348130506799,1.1232131718612206
C3X5z75glRw,0.408643244731127,8.878454371734902,28.821926088686364,0.3170701612796022,1.373098906922256
C43g5TA5l3j,0.38897134430702013,12.787780893854348,27.878199712914178,0.2973982608554953,1.3463513917457972
C4DPM9049U2,0.11225558471231081,6.043313670158387,26.602520461309545,0.020682501260785996,1.020897866390603
C7lL5l2cMiq,-0.22153969877993218,4.494451545330942,23.783439293686246,-0.313112782231457,0.7311674452225029
CKvTGgCbkAU,0.06986301281278919,4.475764031722166,26.510938869012872,-0.021710070638735632,0.9785238967366602
CMZGhV0IGGv,0.07826066657761935,5.951396615416914,26.302620894820624,-0.01331241687390547,0.9867758014473562
COTg9NFTrSk,0.10737952188862551,5.3978758816866534,26.682393685567032,0.015806438437100695,1.0159320209835914
CSR6RawcBN6,0.3557723010887296,11.007697709063267,27.913863551363054,0.2641992176372048,1.30238762904443
CT9VQVSBSLf,0.4449703722899469,13.030188549396604,28.354530795784907,0.3533972888384221,1.4238967293533138
CTNjqAALGNk,0.1076588699573565,6.098692967096964,26.548789062500024,0.016085786505831687,1.0162158592746084
CTgirjxonGY,0.12170193643457354,5.0813195462129555,26.877799645248746,0.030128852983048723,1.0305873196488455
CUPqybS9OHR,0.026623803357009927,6.035073786411647,25.80368468086677,-0.0649492800945149,0.9371149925559067
CWGMwADdqVh,0.10396552041323419,5.321256945530574,26.665373738606792,0.012392436961709372,1.0124695413833378
CZBbxLM2srh,-0.0024282359750712767,4.181793818208907,25.892339409722243,-0.09400131942659609,0.9102815611902728
CZodQ9YHZ3p,0.10891349793052395,2.8922937366427206,27.183735251913287,0.01734041447899913,1.0174916322613206
CauKzaMDLL9,0.0861019327229527,3.5642830718446668,26.839893030237292,-0.005471150728572113,0.9945437887587621
Cf4LJmIcIS4,0.524477734546402,18.44018246303095,28.046195513288573,0.4329046510948772,1.5417292114998482
ClXyzOeSf4p,0.48195817830489585,17.630979083619028,27.806029352152144,0.39038509485337103,1.477549681115637
CqmfqwVubE2,0.07625350150138765,4.504740877378554,26.565041387648833,-0.015319581950137162,0.9847971659089755
CtsMaqpESXt,-0.2297480306030581,2.2489167251265965,24.14317063551685,-0.3213211140545829,0.7251903447854562
Cuc4xBng8YM,0.24029091798755595,6.088727330719983,27.79049524377896,0.14871783453603113,1.160345533577077
Cw6S6yjaW7R,0.41229205090155574,10.673855604948821,28.5070660626447,0.3207189674500309,1.3781182303868085
D0gr6NHleWJ,0.365095238313537,6.946341000351252,28.79040335860909,0.2735221548620122,1.3145864833715786
D5kMnH9DKxk,0.11194111712748639,3.0122819698237357,27.188713950299224,0.020368033675961572,1.0205768775771404
D93RFoaP8gU,0.25793783751858296,10.965783836664977,27.007509132667845,0.16636475406705814,1.1810037991081253
D9Wnnt4zLh8,0.017581712127030608,2.5346425127009953,26.399533143335482,-0.07399137132449421,0.9286797070825565
DBb75pWvtif,-0.20917975581702677,3.979773729188101,23.999009486607164,-0.30075283926855156,0.7402607135173045
DDR2w1c1GyE,0.05184761195835368,5.4734103547202215,26.148631456163216,-0.039725471493171134,0.9610532394511249
DH22o4dHjfh,0.07819495796122879,4.837332068454652,26.51854422433038,-0.01337812549029603,0.9867109639049714
DJZYsyRUmxA,0.03016592573475932,6.011640310287476,25.841349130306625,-0.0614071577167655,0.9404402543068581
DLFgLcSf4bC,0.3678310906896932,6.915731231371562,28.821926088686364,0.2762580072381684,1.3181879221818733
DLqu0Edypfp,0.43184312595813795,11.614098734325832,28.5070660626447,0.34027004250661314,1.4053270373636864
DTlwdUXgbTM,0.14277716425952858,4.0650083398818975,27.272336425781273,0.05120408080800376,1.0525376741051224
DVsBujzZohq,0.05097201324892463,4.165139444745504,26.394731727013244,-0.04060107020260019,0.9602121107743
DXKlpQGiFAT,0.07546282142108557,4.49262281938603,26.56000591077305,-0.01611026203043925,0.9840188141609151
DXbyDxr4H74,0.009775345438784146,3.95036808339258,26.05139312744143,-0.08179773801274068,0.9214583158393685
DcczFpYcrMV,0.04593589087202317,6.675451278686523,25.859734786184234,-0.04563719257950165,0.9553885213648033
DpNKdg1Axgi,0.1191892391612805,3.0763879748327394,27.244005185081868,0.027616155709755688,1.0280010163602347
DrJA7D4dw6t,0.10992083744839551,5.3950284524839756,26.70670190927936,0.01834775399687069,1.0185171082061075
DyDeOcaQght,0.4038124816261327,12.12144698292376,28.14643966490966,0.3122393981746079,1.366481787120525
Dzr57TxAG74,0.09362486537678096,5.0545399335195444,26.620556179982334,0.002051781925256138,1.0020538882701309
DzrDp08083r,0.15357448104263574,5.16431012104467,27.15959548163662,0.062001397591110924,1.0639638317133882
E1zvmE0Cf03,0.29929497310142916,7.680663098110243,28.032611701193844,0.20772188964990435,1.2308708040331455
E710o38mkhZ,-0.1892722845004718,3.8002192927341834,24.219992723651984,-0.2808453679519966,0.755145096085257
E7iFK9w1b07,0.14619937672103256,3.031091723177168,27.505284740306735,0.05462629326950774,1.0561458521040608
E7pxRjILKZW,-0.01712830336579172,3.72661977154868,25.843402390252997,-0.10870138681731653,0.8969982330068443
E8mcE9guahS,0.10811396265494246,4.364964034197465,26.89002294000592,0.01654087920341764,1.0166784369412107
EB8qTcx1zZb,0.08756934686105769,4.755084308923461,26.622156958486542,-0.004003736590467127,0.9960042676769865
EBSzSAeimbj,0.11206201631517233,3.0180962092064796,27.188713950299224,0.020488932863647516,1.0207002719516
EBqCRigM04G,0.03163584556369472,1.4256538189563552,26.746454172036106,-0.0599372378878301,0.9418236425704262
EHqvyn6Zjcx,-0.20919583375216552,3.9790005150295444,23.999009486607164,-0.30076891720369037,0.740248811749245
ERtIrvKBZup,0.1781023009930946,7.126362501471131,27.007509132667845,0.08652921754156978,1.090383225569593
ESXKd6XqL9I,0.11219522650309241,3.0245025046962377,27.188713950299224,0.020622143051567593,1.0208362486831788
EXgutTAggsK,0.06262652713501679,4.1641537055228515,26.503863110588615,-0.028946556316508026,0.9714683819279885
EYZ5Ej566ob,0.059476187346407694,5.911375249331851,26.134813071196955,-0.03209689610511712,0.968412742110051
EaemX5dykkr,0.27875164469166014,7.086645377309699,27.956041837993443,0.18717856124013532,1.2058425825744086
EbpcuYFs7BU,0.07427798508387136,4.287597925574691,26.588780834056735,-0.017295098367653458,0.9828536033417682
EhG9OVklrzy,0.5372411287978733,19.729124190959524,27.91497257313832,0.4456680453463485,1.561533022334928
EjQSo3Khzwt,0.42673477479903765,13.605555339086624,28.072242373511926,0.33516169134751284,1.398166438362022
ElJK1lqqoAg,0.09608214389407595,4.715540940562884,26.70941569010419,0.00450906044255113,1.0045192415522497
Er6VUriUHWS,0.06927574626985139,4.362849368498875,26.52739633413464,-0.022297337181673427,0.9779494110952507
ErLw9twd3q5,0.09663467407239504,5.0504727720100195,26.649480687792078,0.005061590620870221,1.005074422110792
EzajPjw3dHV,0.33089717848367667,6.889946103096008,28.481700598675296,0.23932409503215185,1.2703901970234313
F6TJUj08YvQ,0.5057306855127857,17.53860625819625,28.046195513288573,0.41415760206126084,1.5130955750754542
F6VGXwbcv4M,0.10690402442988937,5.965172035826578,26.567685275607662,0.015330940978364557,1.0154490627211779
FDhNi5B4xJi,0.11591656713348025,5.080864753041949,26.823809689891604,0.024343483681955436,1.0246422053307391
FHgxE7EXreK,0.09016226462990165,4.667135643727573,26.663488413986673,-0.0014108188216231665,0.9985901759153977
FIZEyJvYSR7,0.11572184435686585,5.963557730211274,26.650423024970816,0.02414876090534103,1.0244427035798784
FLDwHfaQPDt,0.4531401486198123,15.00371278780643,28.04730897707362,0.36156706516828746,1.4355772959889153
FM28NFMhJLl,0.08993190235019116,4.7204791232943535,26.650966898600284,-0.0016411811013336552,0.9983601648999254
FMaqR2PkZg3,0.2934313136287371,7.925451514790359,27.93022271313716,0.20185823017721227,1.2236745156944142
FOZNx5vq3gY,0.23929589827644726,6.0777202138194335,27.783333785445624,0.14772281482492244,1.1591915411173035
FSyAU0tB1UY,0.47630272564511456,16.092209471869715,28.052251630960075,0.38472964219358974,1.4692170534416027
FU3Yy0f6Nnw,0.22648539876079926,9.246468389034268,27.04768798828127,0.13491231530927444,1.1444364303971717
FZqXIBwYoVv,-0.034959376787916045,4.200023116930478,25.584713572376202,-0.12653246023944087,0.8811455468838594
FaOTFKvtLFI,0.10680758940179393,2.780168935807064,27.185843789457092,0.015234505950269109,1.0153511425838262
FaXM4TtWt1r,-0.2101801630854331,2.8148102273161597,24.216088867187523,-0.3017532465369579,0.7395205216273923
FfeT6dGGUNF,0.016379972055774517,4.525890474007509,26.00126679322432,-0.0751931113957503,0.9275643457866065
FgsS7pablsm,0.13093711015916806,5.9355487437159935,26.79809072989007,0.039364026707643246,1.0401490567772096
FhbGh3bzJ5z,0.10193488817108327,5.7261981577784935,26.567685275607662,0.010361804719558457,1.0104156741187078
FltTnemzBKL,0.044388911101552464,2.927977771959572,26.573660192757032,-0.04718417234997235,0.9539116972523466
FsoIcRGebCX,0.12390082098151334,6.019888935629854,26.715926526256467,0.03232773752998852,1.0328559555003631
FwueEBTQVb7,0.10579800206087661,5.081519192662732,26.729099878771574,0.014224918609351794,1.0143265742063454
FzRRhF4Xcbs,-0.22362620566124808,4.18254080695926,23.824561007517712,-0.3151992891127729,0.7296434497830319
G6KuJEtownU,0.3416171235430819,10.105167684646753,27.956971153846176,0.25004404009155706,1.284081966529875
GDpSKtOSqLN,0.019294355830638873,4.634093887401075,26.007477612765353,-0.07227872762088594,0.930271567291145
GKsauyjU0SF,0.040050119517982284,4.69995955405412,26.18868860315396,-0.05152296393354253,0.9497818389847372
GW9EkheLBm2,0.061865740628555536,4.135880894256086,26.5022470150354,-0.02970734282296928,0.9707295829613408
GYOBWJcDsDh,0.12163167844918618,5.488035335584922,26.79809072989007,0.030058594997661364,1.0305149152035262
GcFAxI2aM5Y,0.040968435297522546,6.071194377210407,25.930749511718773,-0.05060464815400227,0.9506544392345647
GdVWkKjNoii,0.07291963714749873,4.094778033994859,26.61356161794357,-0.018653446304026086,0.9815194525035693
GnLPZLWBA34,0.08156948828837932,4.884266940030183,26.540964824021486,-0.010003595163145501,0.9900462743648918
GpWPmMU91KK,-0.2109067384077447,2.7989999889223665,24.21237024377896,-0.3024798218592695,0.738983399419535
GrJS2W8ere5,0.10502552650812644,6.058619248417189,26.5319630748821,0.01345244305660162,1.013543334281061
GtG7Apfgj2g,0.5598559896823001,19.849183947126438,28.103027800087638,0.4682829062307753,1.597249210528172
GwtGeLStQ2x,0.11947909845294365,5.8706591599262685,26.70360013521637,0.02790601500141883,1.0282990351963437
GyPeGV0bDsu,0.07863574715512507,5.969434852953309,26.302620894820624,-0.012937336296399746,0.9871459913060048
GybqKOAsGcY,0.07819106624313713,5.948049421663636,26.302620894820624,-0.013382017208387692,0.986707123911534
H0Jb0vmgXvC,-0.005643338062345052,4.494837190503272,25.80144111419395,-0.09721642151386987,0.9073596127411477
H5bTM0XL14P,0.09007180389048061,5.155683060487111,26.567685275607662,-0.0015012795610442053,0.9984998467953868
H96OCfH8E2i,0.24939959128648628,7.6624825513251515,27.56975166106895,0.15782650783496147,1.1709630241736873
HDQFay5JFVe,0.4360741037986935,10.19764918309671,28.821926088686364,0.3445010203471687,1.411285541177624
